crop,location,quantity,demand,market_price,recommended_price
Beans,Mumbai,191,10,52.0,65.69
Cabbage,Delhi,789,8,20.5,23.23
Cauliflower,Chennai,463,7,19.5,21.72
Cauliflower,Kolkata,468,7,15.0,15.85
Carrot,Pune,303,7,38.0,41.59
Peas,Pune,125,9,50.0,60.76
Spinach,Pune,54,5,19.0,20.06
Cauliflower,Bangalore,125,4,20.5,22.87
Carrot,Bangalore,607,9,42.0,49.25
Potato,Pune,295,5,20.5,22.94
Carrot,Delhi,350,4,42.5,45.84
Brinjal,Kolkata,305,9,33.5,37.51
Peas,Delhi,295,9,48.0,60.57
Brinjal,Pune,210,1,23.0,22.17
Cabbage,Kolkata,174,5,17.0,18.0
Cabbage,Patna,247,5,14.5,15.22
Peas,Delhi,136,9,62.0,77.25
Cauliflower,Delhi,329,4,31.5,34.51
Cabbage,Pune,182,5,15.0,16.34
Spinach,Delhi,70,7,18.5,20.98
Onion,Hyderabad,491,4,24.0,25.3
Potato,Patna,335,7,17.5,19.65
Tomato,Pune,167,9,30.0,35.27
Peas,Bangalore,248,9,56.0,66.57
Brinjal,Chennai,158,4,26.0,27.67
Tomato,Chennai,242,5,35.5,37.22
Cauliflower,Kolkata,181,3,17.5,17.28
Cabbage,Bangalore,271,7,21.5,25.11
Peas,Patna,118,7,49.5,55.47
Cabbage,Mumbai,300,7,15.5,18.28
Cauliflower,Bangalore,156,10,33.5,40.86
Carrot,Pune,369,2,33.5,34.64
Brinjal,Patna,130,4,20.0,20.34
Brinjal,Delhi,379,5,32.5,36.59
Spinach,Mumbai,123,3,16.0,17.21
Carrot,Bangalore,200,7,31.0,36.79
Beans,Delhi,98,6,40.5,46.91
Potato,Mumbai,757,10,21.5,26.59
Cabbage,Mumbai,192,8,18.0,21.26
Spinach,Mumbai,47,8,31.0,36.19
Spinach,Bangalore,45,7,17.5,20.9
Cabbage,Delhi,377,9,21.5,25.18
Cabbage,Bangalore,260,6,18.5,21.26
Spinach,Hyderabad,93,7,17.5,19.55
Carrot,Pune,1097,9,40.0,44.83
Brinjal,Bangalore,196,6,27.5,30.38
Cabbage,Chennai,178,6,15.0,17.12
Cauliflower,Mumbai,306,6,21.0,24.05
Peas,Hyderabad,635,4,40.0,45.01
Cauliflower,Patna,258,3,16.0,15.84
Spinach,Delhi,179,8,29.0,32.04
Carrot,Mumbai,137,6,46.5,55.16
Cabbage,Patna,199,6,12.0,12.31
Peas,Hyderabad,113,8,63.0,74.99
Brinjal,Chennai,302,3,23.0,23.68
Peas,Hyderabad,255,4,50.0,54.15
Tomato,Patna,109,4,18.0,17.74
Spinach,Hyderabad,125,4,23.0,23.5
Potato,Kolkata,900,4,15.0,15.34
Spinach,Kolkata,141,5,21.0,22.27
Beans,Pune,81,10,49.0,59.22
Cabbage,Pune,280,3,14.0,14.15
Carrot,Delhi,544,5,35.0,38.43
Spinach,Kolkata,121,9,18.0,20.01
Peas,Patna,77,3,35.5,37.11
Peas,Patna,28,5,53.0,57.97
Cauliflower,Delhi,302,10,32.0,38.44
Peas,Mumbai,214,7,69.5,83.27
Spinach,Patna,37,3,15.5,14.83
Brinjal,Kolkata,143,5,29.5,31.88
Cabbage,Pune,512,7,18.5,21.19
Cauliflower,Pune,119,8,32.0,37.0
Tomato,Chennai,821,10,35.5,40.22
Brinjal,Hyderabad,156,2,20.0,20.35
Cabbage,Patna,796,4,19.5,18.64
Beans,Delhi,209,6,46.0,53.19
Spinach,Kolkata,219,7,15.5,16.7
Potato,Chennai,1629,3,18.5,19.52
Tomato,Chennai,227,4,19.5,20.74
Tomato,Delhi,421,2,20.0,20.17
Spinach,Mumbai,27,6,24.5,27.66
Peas,Bangalore,111,7,63.0,77.45
Beans,Mumbai,109,4,42.0,50.46
Peas,Bangalore,64,6,68.0,81.83
Brinjal,Patna,579,2,17.5,16.62
Beans,Mumbai,118,4,37.0,42.47
Peas,Bangalore,127,3,29.5,32.69
Onion,Patna,836,4,20.5,21.02
Tomato,Pune,188,7,17.5,18.83
Beans,Mumbai,274,8,60.5,72.91
Brinjal,Patna,517,5,23.5,24.01
Carrot,Bangalore,254,9,34.0,40.1
Cabbage,Bangalore,238,7,24.0,26.98
Carrot,Patna,401,4,32.5,31.19
Peas,Delhi,130,4,31.5,35.96
Spinach,Hyderabad,466,10,25.0,29.74
Spinach,Pune,63,5,20.5,21.42
Beans,Pune,61,9,44.5,55.64
Peas,Patna,177,4,29.5,30.55
Peas,Bangalore,253,6,32.0,38.25
Carrot,Bangalore,336,7,42.0,49.65
Spinach,Delhi,51,10,21.0,25.29
Cabbage,Delhi,76,5,21.5,24.1
Spinach,Delhi,94,7,26.5,30.88
Potato,Hyderabad,414,6,14.0,15.22
Tomato,Pune,230,6,25.0,27.71
Spinach,Pune,61,3,21.0,22.6
Spinach,Chennai,57,1,19.0,19.75
Carrot,Pune,633,5,43.0,46.43
Beans,Chennai,110,4,36.5,41.18
Cauliflower,Hyderabad,244,4,19.5,20.87
Onion,Hyderabad,306,7,38.0,41.75
Carrot,Hyderabad,428,7,43.0,48.77
Cabbage,Bangalore,492,6,19.0,21.3
Cauliflower,Pune,319,6,20.0,20.96
Cabbage,Pune,644,4,12.5,12.86
Beans,Pune,130,10,32.0,40.29
Cabbage,Mumbai,443,8,20.5,23.76
Onion,Bangalore,658,4,44.0,49.38
Peas,Pune,308,9,60.5,72.81
Brinjal,Delhi,173,7,32.0,36.73
Potato,Hyderabad,552,8,20.0,22.89
Peas,Chennai,46,6,65.5,76.48
Brinjal,Mumbai,116,10,31.5,39.84
Onion,Delhi,354,3,23.0,24.56
Potato,Patna,677,5,17.0,17.52
Cabbage,Chennai,853,6,23.0,24.33
Peas,Hyderabad,278,3,51.5,56.83
Cauliflower,Pune,176,6,23.0,25.41
Onion,Delhi,599,4,32.0,34.25
Beans,Hyderabad,249,5,45.5,51.95
Peas,Hyderabad,228,5,35.0,41.03
Cauliflower,Mumbai,394,5,20.5,23.49
Carrot,Kolkata,518,4,28.0,27.76
Peas,Mumbai,157,7,74.5,91.75
Tomato,Delhi,502,4,27.5,28.15
Cauliflower,Patna,327,2,13.5,13.03
Potato,Delhi,378,2,15.5,16.41
Brinjal,Patna,298,5,17.5,17.96
Spinach,Pune,82,2,18.0,18.1
Onion,Bangalore,588,8,28.5,33.93
Spinach,Mumbai,56,5,25.0,27.04
Brinjal,Mumbai,88,6,24.0,27.6
Potato,Patna,580,2,11.5,10.92
Potato,Chennai,416,3,18.5,19.53
Carrot,Patna,262,3,22.5,21.99
Cauliflower,Chennai,299,5,36.5,39.15
Potato,Kolkata,743,6,17.5,18.81
Spinach,Patna,92,9,21.0,22.75
Beans,Delhi,64,8,44.5,53.76
Cauliflower,Patna,308,1,16.5,15.67
Beans,Bangalore,69,4,43.5,50.54
Peas,Kolkata,334,3,41.5,42.04
Brinjal,Hyderabad,268,4,26.0,25.14
Peas,Patna,168,5,39.5,42.49
Tomato,Pune,113,6,23.5,25.62
Brinjal,Pune,308,9,26.0,29.99
Potato,Kolkata,2500,2,14.5,13.77
Brinjal,Mumbai,730,7,39.0,45.68
Cabbage,Bangalore,381,10,22.5,26.9
Potato,Patna,684,2,17.5,16.62
Beans,Kolkata,32,5,29.0,33.61
Potato,Kolkata,387,6,21.0,21.92
Onion,Bangalore,372,4,24.0,26.91
Spinach,Hyderabad,166,3,23.5,24.66
Brinjal,Patna,319,6,19.5,19.44
Beans,Hyderabad,122,8,42.5,50.35
Beans,Mumbai,193,8,42.0,51.72
Potato,Hyderabad,2008,7,18.5,20.11
Cabbage,Hyderabad,782,3,17.5,17.89
Onion,Chennai,247,6,38.5,43.39
Cabbage,Bangalore,176,6,20.5,23.38
Cabbage,Pune,312,7,19.0,21.06
Tomato,Patna,173,6,28.0,29.39
Peas,Mumbai,182,10,75.5,93.19
Brinjal,Bangalore,280,4,26.0,28.35
Potato,Delhi,390,10,23.0,27.86
Carrot,Pune,131,5,36.0,37.62
Peas,Hyderabad,77,6,46.5,55.57
Carrot,Kolkata,483,7,32.5,35.11
Spinach,Mumbai,132,5,20.0,21.56
Peas,Chennai,116,10,67.0,83.27
Tomato,Hyderabad,428,4,21.5,21.08
Brinjal,Bangalore,161,9,30.5,36.17
Carrot,Pune,546,3,33.0,32.0
Onion,Bangalore,956,9,40.5,47.31
Carrot,Chennai,204,7,41.5,48.38
Potato,Bangalore,1631,6,20.5,22.94
Carrot,Bangalore,572,9,41.5,47.96
Brinjal,Hyderabad,603,1,28.0,28.01
Carrot,Hyderabad,466,4,33.5,34.81
Cauliflower,Delhi,437,8,33.0,37.87
Cabbage,Mumbai,454,7,25.0,27.9
Peas,Mumbai,331,9,44.0,56.38
Beans,Patna,272,5,41.0,43.07
Potato,Bangalore,731,7,18.0,21.04
Cauliflower,Mumbai,248,5,27.5,30.89
Peas,Bangalore,333,5,43.5,49.15
Beans,Pune,461,4,32.5,35.03
Brinjal,Patna,369,1,20.5,19.47
Onion,Delhi,343,7,32.0,36.79
Cabbage,Kolkata,647,4,15.0,15.18
Cauliflower,Pune,235,6,25.0,26.94
Peas,Hyderabad,121,6,54.0,62.1
Beans,Mumbai,307,8,55.5,66.87
Beans,Kolkata,287,6,33.0,37.81
Beans,Mumbai,37,10,49.0,64.83
Peas,Delhi,378,2,35.0,37.17
Tomato,Mumbai,67,9,38.5,47.29
Spinach,Mumbai,112,7,28.5,33.93
Onion,Pune,758,5,30.0,31.2
Onion,Bangalore,911,3,23.5,24.59
Tomato,Hyderabad,219,1,22.5,22.96
Cauliflower,Chennai,231,2,22.5,22.42
Cauliflower,Patna,710,1,15.5,14.72
Onion,Pune,1917,1,29.0,28.92
Tomato,Patna,287,5,26.5,27.38
Onion,Chennai,545,4,31.0,33.51
Spinach,Delhi,51,3,17.5,18.12
Tomato,Bangalore,123,6,20.5,23.91
Tomato,Patna,122,1,17.0,16.23
Brinjal,Mumbai,385,10,37.0,44.22
Cabbage,Hyderabad,250,6,16.0,17.62
Tomato,Mumbai,68,10,40.0,50.05
Carrot,Bangalore,817,1,36.0,36.38
Potato,Bangalore,847,6,25.5,28.98
Beans,Kolkata,80,6,32.0,36.91
Potato,Delhi,415,7,19.5,22.29
Spinach,Delhi,163,7,18.0,19.92
Cabbage,Hyderabad,319,3,20.0,20.14
Brinjal,Bangalore,291,6,34.0,37.93
Cabbage,Chennai,562,7,19.0,20.13
Brinjal,Delhi,146,9,28.0,33.79
Tomato,Patna,212,2,31.0,29.45
Brinjal,Kolkata,289,2,24.0,23.11
Brinjal,Bangalore,197,7,29.5,33.38
Brinjal,Bangalore,314,3,24.0,26.07
Cabbage,Patna,569,5,12.0,11.6
Potato,Chennai,772,3,16.0,16.41
Onion,Kolkata,609,2,19.0,18.89
Peas,Delhi,201,5,53.5,61.36
Carrot,Kolkata,428,6,38.0,40.21
Carrot,Pune,321,5,27.5,30.44
Peas,Kolkata,235,5,60.0,65.2
Spinach,Chennai,76,6,17.0,19.65
Spinach,Bangalore,83,8,24.0,27.52
Spinach,Mumbai,67,7,24.5,28.33
Cauliflower,Pune,464,3,20.0,20.77
Brinjal,Mumbai,100,10,34.5,42.5
Potato,Chennai,515,10,19.0,22.33
Tomato,Chennai,545,10,33.5,38.15
Spinach,Mumbai,51,7,31.0,35.17
Potato,Chennai,894,2,17.5,17.32
Beans,Chennai,44,8,49.5,62.12
Tomato,Pune,427,4,26.0,25.63
Potato,Kolkata,1529,6,15.0,15.85
Potato,Kolkata,382,7,21.5,23.56
Cabbage,Kolkata,133,4,18.0,18.56
Cabbage,Pune,495,9,18.5,20.83
Brinjal,Delhi,832,9,28.5,31.56
Spinach,Hyderabad,138,6,24.0,25.81
Peas,Hyderabad,289,9,64.0,75.04
Beans,Pune,101,5,36.0,40.58
Onion,Delhi,607,1,25.0,26.65
Potato,Mumbai,347,7,18.0,21.42
Carrot,Hyderabad,265,2,32.5,33.24
Potato,Delhi,461,10,20.5,24.27
Onion,Kolkata,326,6,26.5,29.39
Cabbage,Patna,370,3,11.5,11.0
Potato,Hyderabad,627,7,22.0,25.1
Spinach,Patna,188,5,18.5,18.67
Cabbage,Bangalore,599,4,14.0,15.38
Cauliflower,Hyderabad,176,5,19.5,21.15
Spinach,Bangalore,75,7,29.0,33.46
Cauliflower,Patna,89,7,18.5,20.37
Cabbage,Mumbai,81,4,19.5,22.08
Onion,Chennai,431,8,31.0,35.65
Spinach,Patna,65,5,14.0,14.69
Tomato,Patna,400,5,24.5,24.87
Potato,Bangalore,963,5,19.5,21.96
Cabbage,Hyderabad,1018,8,20.5,22.27
Cauliflower,Kolkata,205,5,18.5,18.85
Carrot,Pune,195,6,41.5,46.79
Tomato,Pune,270,1,18.0,17.54
Tomato,Bangalore,184,6,21.0,24.1
Onion,Chennai,214,4,35.0,38.72
Tomato,Kolkata,206,1,17.5,16.62
Peas,Delhi,342,2,48.5,54.4
Carrot,Kolkata,497,6,38.5,39.93
Onion,Bangalore,334,3,20.5,22.55
Brinjal,Hyderabad,172,2,20.0,20.92
Carrot,Kolkata,285,6,36.5,38.48
Cabbage,Pune,504,3,13.5,13.22
Onion,Bangalore,737,6,32.5,36.68
Beans,Kolkata,461,6,41.0,44.87
Brinjal,Chennai,721,3,23.0,23.35
Peas,Bangalore,88,7,34.5,42.73
Beans,Patna,159,6,34.5,37.75
Tomato,Delhi,312,5,21.5,23.22
Tomato,Patna,326,8,33.5,35.72
Spinach,Pune,164,2,18.0,18.29
Carrot,Kolkata,447,5,38.0,40.2
Onion,Kolkata,832,5,19.5,20.7
Carrot,Chennai,301,8,22.5,25.74
Potato,Pune,1602,3,17.5,17.43
Spinach,Patna,74,2,17.5,16.99
Peas,Hyderabad,380,7,63.5,72.39
Carrot,Chennai,306,6,33.0,35.33
Tomato,Mumbai,339,4,18.5,19.21
Onion,Delhi,364,6,35.0,40.14
Onion,Delhi,1578,6,27.0,29.63
Cauliflower,Chennai,652,6,22.5,23.8
Potato,Bangalore,470,5,17.0,19.01
Cauliflower,Chennai,231,2,22.0,22.49
Spinach,Hyderabad,46,7,15.0,17.03
Cauliflower,Mumbai,188,7,22.5,26.58
Beans,Hyderabad,179,8,49.0,57.26
Beans,Kolkata,81,2,28.5,29.97
Cauliflower,Bangalore,129,7,26.0,29.91
Onion,Delhi,695,9,29.0,35.14
Cabbage,Delhi,474,10,20.0,23.65
Cauliflower,Delhi,460,8,28.5,33.03
Brinjal,Kolkata,342,7,35.0,38.44
Tomato,Hyderabad,186,3,19.0,19.51
Potato,Patna,1700,5,12.5,12.68
Peas,Chennai,198,6,60.5,69.84
Tomato,Hyderabad,238,7,20.0,21.63
Carrot,Chennai,285,3,28.5,31.35
Potato,Chennai,381,1,15.0,15.26
Peas,Mumbai,512,7,41.5,48.48
Tomato,Pune,263,4,17.0,17.08
Carrot,Hyderabad,250,6,40.5,44.38
Cabbage,Chennai,826,8,15.5,17.72
Peas,Chennai,124,6,60.5,69.61
Cauliflower,Hyderabad,427,5,17.5,18.62
Tomato,Hyderabad,384,5,28.0,29.77
Brinjal,Bangalore,353,6,25.0,27.12
Tomato,Hyderabad,216,4,19.0,18.94
Spinach,Hyderabad,39,3,16.5,17.45
Brinjal,Patna,450,6,20.0,21.01
Peas,Pune,99,4,41.0,46.81
Beans,Hyderabad,125,8,40.5,46.79
Brinjal,Delhi,354,8,30.0,34.91
Spinach,Bangalore,140,9,26.5,31.36
Spinach,Bangalore,48,7,23.0,26.79
Spinach,Hyderabad,177,6,20.5,22.24
Potato,Kolkata,856,4,15.0,16.06
Peas,Delhi,226,7,63.5,76.91
Cabbage,Pune,784,4,15.0,15.27
Cabbage,Mumbai,410,9,24.5,30.03
Cabbage,Mumbai,568,4,20.0,21.62
Spinach,Pune,28,6,17.5,19.42
Tomato,Kolkata,268,6,21.0,22.62
Cabbage,Pune,407,4,20.5,20.7
Cabbage,Bangalore,148,3,16.5,18.77
Tomato,Hyderabad,101,10,21.0,24.26
Tomato,Chennai,266,5,17.5,18.19
Spinach,Bangalore,56,9,24.5,29.8
Peas,Patna,327,2,30.5,30.35
Beans,Delhi,43,5,37.5,44.32
Carrot,Patna,144,4,24.0,24.72
Cauliflower,Chennai,279,3,30.5,31.26
Beans,Delhi,382,7,37.5,44.64
Peas,Kolkata,115,2,38.0,40.64
Cabbage,Patna,559,5,17.5,18.35
Onion,Bangalore,399,8,29.0,34.89
Cabbage,Mumbai,214,5,23.0,26.78
Cabbage,Hyderabad,211,5,15.5,16.53
Carrot,Bangalore,732,7,31.5,34.99
Tomato,Pune,343,1,21.5,21.01
Peas,Kolkata,213,6,60.0,65.82
Cabbage,Pune,406,3,14.0,13.79
Beans,Patna,191,8,47.0,51.37
Cabbage,Kolkata,252,4,19.0,20.22
Brinjal,Hyderabad,86,9,27.0,31.26
Cabbage,Bangalore,194,8,22.0,26.34
Potato,Chennai,1625,8,21.0,22.53
Cabbage,Bangalore,655,6,18.0,19.66
Tomato,Bangalore,165,1,19.5,20.48
Peas,Chennai,203,6,42.5,47.89
Beans,Delhi,355,8,46.5,55.13
Peas,Delhi,298,8,45.0,55.69
Potato,Kolkata,175,6,17.5,19.65
Carrot,Delhi,84,8,34.5,40.62
Peas,Kolkata,148,7,40.5,45.89
Carrot,Chennai,512,6,38.0,41.87
Potato,Kolkata,1038,10,18.5,20.3
Cabbage,Kolkata,669,7,15.5,16.74
Cabbage,Delhi,491,4,16.5,17.35
Cabbage,Delhi,365,6,20.0,22.62
Tomato,Patna,794,4,15.5,14.72
Brinjal,Mumbai,167,3,26.0,27.86
Cabbage,Bangalore,168,2,16.0,17.51
Cabbage,Bangalore,952,5,17.5,19.02
Potato,Bangalore,199,6,22.5,26.78
Peas,Mumbai,105,10,63.5,80.13
Beans,Delhi,226,10,56.5,69.41
Beans,Delhi,277,8,55.5,66.97
Peas,Hyderabad,151,5,37.0,40.95
Potato,Mumbai,408,4,18.5,20.06
Tomato,Chennai,314,5,34.5,37.12
Potato,Bangalore,583,7,23.0,26.44
Peas,Pune,448,8,46.0,53.4
Tomato,Bangalore,326,5,22.0,24.32
Tomato,Chennai,223,4,22.5,23.62
Brinjal,Chennai,129,3,24.0,25.13
Cabbage,Mumbai,828,7,16.0,18.14
Spinach,Chennai,73,3,21.5,22.11
Cabbage,Patna,429,3,14.0,13.3
Carrot,Pune,170,5,40.0,44.78
Cabbage,Hyderabad,248,3,20.5,20.9
Peas,Pune,59,7,55.5,66.26
Spinach,Patna,162,5,21.0,20.71
Potato,Kolkata,184,1,15.0,14.87
Cabbage,Kolkata,493,6,12.5,13.04
Peas,Kolkata,439,5,33.0,36.26
Carrot,Chennai,214,10,42.0,49.32
Peas,Hyderabad,40,5,40.0,45.98
Cabbage,Bangalore,696,4,15.5,17.01
Cabbage,Chennai,341,2,15.5,15.72
Spinach,Patna,94,5,18.5,19.27
Peas,Mumbai,271,8,63.0,78.02
Carrot,Mumbai,436,8,34.5,40.01
Cabbage,Kolkata,259,5,15.0,15.33
Cabbage,Bangalore,538,2,17.5,18.82
Carrot,Patna,226,1,23.0,22.15
Beans,Hyderabad,159,7,43.5,49.81
Cabbage,Kolkata,425,7,19.0,20.19
Carrot,Chennai,137,6,48.0,53.79
Peas,Bangalore,112,8,36.0,44.21
Tomato,Hyderabad,98,5,26.5,29.03
Carrot,Pune,236,8,32.5,36.36
Spinach,Mumbai,122,8,22.5,26.1
Cabbage,Delhi,356,2,18.5,19.19
Peas,Bangalore,114,10,56.5,72.2
Cauliflower,Bangalore,327,6,35.5,39.43
Beans,Chennai,92,3,35.5,38.26
Brinjal,Kolkata,257,7,26.0,27.96
Tomato,Chennai,394,3,22.5,23.17
Peas,Bangalore,281,7,53.0,63.85
Onion,Pune,338,7,19.0,21.36
Cauliflower,Patna,103,6,16.0,17.48
Potato,Mumbai,336,4,19.0,20.56
Onion,Patna,753,3,21.5,20.91
Cauliflower,Delhi,614,7,37.5,41.74
Spinach,Mumbai,46,10,25.5,32.02
Potato,Mumbai,466,2,17.5,18.81
Potato,Chennai,1754,2,19.5,19.56
Cauliflower,Kolkata,416,2,14.5,14.26
Potato,Hyderabad,589,7,19.5,22.05
Tomato,Mumbai,499,1,22.0,22.4
Brinjal,Delhi,866,6,33.5,36.75
Cabbage,Mumbai,435,10,23.5,28.67
Cauliflower,Chennai,155,5,22.5,24.88
Peas,Patna,296,4,29.0,29.74
Beans,Kolkata,46,2,39.5,40.14
Potato,Pune,441,8,21.5,24.57
Beans,Pune,81,6,49.0,55.43
Peas,Mumbai,77,5,57.5,67.38
Onion,Patna,665,5,36.5,36.64
Peas,Delhi,136,5,37.5,42.54
Peas,Bangalore,161,8,53.0,65.78
Beans,Pune,375,10,50.5,59.11
Potato,Chennai,824,5,17.0,19.07
Carrot,Hyderabad,131,8,38.0,44.08
Onion,Kolkata,448,5,19.0,19.81
Beans,Delhi,217,7,50.5,59.66
Potato,Kolkata,529,2,16.0,15.75
Carrot,Pune,388,6,33.0,37.07
Cauliflower,Mumbai,157,6,24.0,28.32
Peas,Hyderabad,119,4,43.0,48.42
Onion,Hyderabad,448,7,39.5,44.86
Beans,Pune,144,3,33.5,35.55
Spinach,Patna,49,2,13.5,13.3
Cauliflower,Chennai,211,4,28.0,28.92
Potato,Chennai,663,9,17.0,19.97
Brinjal,Chennai,854,3,29.0,29.17
Potato,Pune,631,2,16.5,15.67
Potato,Chennai,672,3,16.5,18.13
Potato,Patna,1058,4,13.0,13.13
Carrot,Mumbai,672,4,44.5,46.28
Spinach,Chennai,42,6,28.5,32.54
Onion,Hyderabad,337,9,44.0,51.72
Carrot,Mumbai,492,7,40.5,47.21
Brinjal,Patna,637,6,22.5,24.06
Brinjal,Delhi,126,8,25.0,29.59
